relationship_id,subject_id,predicate,object_id,evidence_path,notes
REL-TX38-REPORT-EVIDENCES-DECISION,SRC-INDEPENDENT-EVALUATION-FUTURE-WORK-DISPOSITION-REPORT-TX38,evidences,SRC-DDR-STRATEGIC-BASELINE-G11-015,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-INDEPENDENT-EVALUATION-FUTURE-WORK-DISPOSITION-SFADEV-TX38.md,Report records retained future work preserved TX-37 limitations and the next gate.
REL-TX38-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX38,closes,SRC-TX38-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX38-001.yaml,Machine-readable closeout binds only the accountable disposition packet.
REL-TX38-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX38,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX38,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX38-001.yaml,Handoff stops before stakeholder affected-party domain production or operational work.
REL-TX38-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX38-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX38,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX38-001.md,Human-readable receipt preserves active future work and G-10 deferral.
REL-G11-016-SUPERSEDES-G11-015-NEXT-ROUTE,SRC-DDR-STRATEGIC-BASELINE-G11-016,supersedes_route,SRC-DDR-STRATEGIC-BASELINE-G11-015,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-016.yaml,Only the unresolved post-TX38 three-family route is superseded and all completed TX-38 evidence is preserved.
REL-G11-016-DISPOSITIONS-EVIDENCE-CLOSURE-FAMILIES,SRC-DDR-STRATEGIC-BASELINE-G11-016,dispositions,SRC-EVIDENCE-CLOSURE-PLAN-TX23,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G11-016.yaml,All three remaining named evidence families remain active future work and are neither executed waived nor deleted.
REL-TX39-EXECUTION-FOLLOWS-TX38-HANDOFF,SRC-TX39-EXECUTION-TRANSACTION,follows,SRC-HANDOFF-STRATEGIC-BASELINE-TX38,Sys4AI/control_records/execution_transactions/TX-39-REMAINING-EVIDENCE-FAMILIES-FUTURE-WORK-DISPOSITION.yaml,Disposition consumes the completed shared TX-38 handoff without mutating it.
REL-TX39-PREFLIGHT-ROUTES-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX39,routes_to,SRC-TX39-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-39-REMAINING-EVIDENCE-FAMILIES-FUTURE-WORK-DISPOSITION-20260712T200220Z.yaml,Memory navigation resolves live authority without replacing it.
REL-TX39-REPORT-EVIDENCES-DECISION,SRC-REMAINING-EVIDENCE-FAMILIES-FUTURE-WORK-DISPOSITION-REPORT-TX39,evidences,SRC-DDR-STRATEGIC-BASELINE-G11-016,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-REMAINING-EVIDENCE-FAMILIES-FUTURE-WORK-DISPOSITION-SFADEV-TX39.md,Report records all three retained future-work obligations preserved limitations and separate G-10 gate.
REL-TX39-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX39,closes,SRC-TX39-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX39-001.yaml,Machine-readable closeout binds only the accountable disposition packet.
REL-TX39-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX39,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX39,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX39-001.yaml,Handoff stops before separate G-10 reconsideration or reactivation of any retained family.
REL-TX39-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX39-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX39,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX39-001.md,Human-readable receipt preserves active future work and G-10 deferral.
REL-G10-002-SUPERSEDES-G10-001-REVIEW,SRC-DDR-STRATEGIC-BASELINE-G10-002,supersedes_route,SRC-DDR-STRATEGIC-BASELINE-G10-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G10-002.yaml,Post-TX39 reconsideration supersedes only the earlier review trigger and evidence snapshot while retaining fail-closed non-acceptance.
REL-G10-002-REVIEWS-G11-016,SRC-DDR-STRATEGIC-BASELINE-G10-002,reviews,SRC-DDR-STRATEGIC-BASELINE-G11-016,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G10-002.yaml,Reconsideration consumes the accountable future-work dispositions without treating them as acceptance or evidence results.
REL-TX40-EXECUTION-FOLLOWS-TX39-HANDOFF,SRC-TX40-EXECUTION-TRANSACTION,follows,SRC-HANDOFF-STRATEGIC-BASELINE-TX39,Sys4AI/control_records/execution_transactions/TX-40-G10-ACCOUNTABLE-RECONSIDERATION.yaml,Reconsideration starts only after TX-39 is shared at commit 9996771.
REL-TX40-PREFLIGHT-ROUTES-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX40,routes_to,SRC-TX40-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-40-G10-ACCOUNTABLE-RECONSIDERATION-20260712T203155Z.yaml,Memory navigation resolves live authority without replacing it.
REL-TX40-REPORT-EVIDENCES-DECISION,SRC-G10-ACCOUNTABLE-RECONSIDERATION-REPORT-TX40,evidences,SRC-DDR-STRATEGIC-BASELINE-G10-002,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-G10-ACCOUNTABLE-RECONSIDERATION-SFADEV-TX40.md,Report records the reconsidered deferred route and preserved authority boundaries.
REL-TX40-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX40,closes,SRC-TX40-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX40-001.yaml,Machine-readable closeout binds only the fail-closed reconsideration packet.
REL-TX40-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX40,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX40,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX40-001.yaml,Handoff stops before explicit accountable G-10 acceptance rejection or retained-family reactivation.
REL-TX40-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX40-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX40,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX40-001.md,Human-readable receipt preserves fail-closed deferral and no-inference boundaries.
REL-G10-003-SUPERSEDES-G10-002-ROUTE,SRC-DDR-STRATEGIC-BASELINE-G10-003,supersedes_route,SRC-DDR-STRATEGIC-BASELINE-G10-002,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G10-003.yaml,Explicit accountable acceptance supersedes only the deferred route for the reviewed bounded baseline.
REL-G10-003-ACCEPTS-TX40-REVIEWED-BASELINE,SRC-DDR-STRATEGIC-BASELINE-G10-003,accepts,SRC-TX40-EXECUTION-TRANSACTION,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G10-003.yaml,Acceptance consumes the completed reconsideration for baseline 9996771 without promoting retained evidence or adjacent authority.
REL-TX41-EXECUTION-FOLLOWS-TX40-HANDOFF,SRC-TX41-EXECUTION-TRANSACTION,follows,SRC-HANDOFF-STRATEGIC-BASELINE-TX40,Sys4AI/control_records/execution_transactions/TX-41-G10-ACCOUNTABLE-ACCEPTANCE.yaml,Acceptance begins only after the accountable human supplies the exact route required by TX-40.
REL-TX41-PREFLIGHT-ROUTES-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX41,routes_to,SRC-TX41-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-41-G10-ACCOUNTABLE-ACCEPTANCE-20260712T204730Z.yaml,Memory navigation resolves live authority without replacing it.
REL-TX41-REPORT-EVIDENCES-DECISION,SRC-G10-ACCOUNTABLE-ACCEPTANCE-REPORT-TX41,evidences,SRC-DDR-STRATEGIC-BASELINE-G10-003,implementation_plans/acceptance_reports/STRATEGIC-BASELINE-MIGRATION-G10-ACCOUNTABLE-ACCEPTANCE-SFADEV-TX41.md,Report records explicit bounded acceptance and preserved authority boundaries.
REL-TX41-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX41,closes,SRC-TX41-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX41-001.yaml,Machine-readable closeout binds only bounded acceptance and migration completion.
REL-TX41-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX41,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX41,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX41-001.yaml,Complete handoff preserves retained evidence families as separately gated future work.
REL-TX41-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX41-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX41,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX41-001.md,Human-readable receipt records bounded completion and no broader authority.
